number,conversation_id,title,create_time_utc,update_time_utc,default_model_slug,source_shard,mapping_node_count,canonical_message_count,all_message_count,canonical_transcript_path,canonical_sha256,all_nodes_transcript_path,all_nodes_sha256,raw_record_path,raw_record_sha256
174,6ab23938-68dc-83ea-bf79-6a4afb573561,Navier Stokes Solution Claim,2026-09-22T08:15:52.988800+00:00,2026-09-22T18:13:31.029699+00:00,gpt-5-6,conversations-001.json,197,196,196,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/174_Navier Stokes Solution Claim_6ab23938-68dc-83ea-bf79-6a4afb573561.md,8223d4b21143b4bd85ebac9e27de19d525351b7c63cef48dc8e5280427e3431b,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/174_Navier Stokes Solution Claim_6ab23938-68dc-83ea-bf79-6a4afb573561.md,cbb777ef6f6886c7b010d4afc9c455d255d226dc4060233163647f7064154d1b,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/174_Navier Stokes Solution Claim_6ab23938-68dc-83ea-bf79-6a4afb573561.json,92e25894dac3d689a5e5f01b9d584d137918827e1a0160071272f622bad77031
175,6ab2c566-f364-83ea-ada4-6a7c98f5eac4,Navier Stokes Solution Claim,2026-09-22T18:13:59.891880+00:00,2026-09-22T18:19:55.599018+00:00,gpt-5-6,conversations-001.json,162,161,161,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/175_Navier Stokes Solution Claim_6ab2c566-f364-83ea-ada4-6a7c98f5eac4.md,e699692bf7e51e067b257202cf9fe6d87c055a5e8b70db3f22f0df7d9cf0339e,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/175_Navier Stokes Solution Claim_6ab2c566-f364-83ea-ada4-6a7c98f5eac4.md,87082973944243a3ee37d869ed5dc3603f847126acf994a4ae5acc8312c7c954,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/175_Navier Stokes Solution Claim_6ab2c566-f364-83ea-ada4-6a7c98f5eac4.json,471d594e67953c309fd8afc3ed836dcbeba21332388d3b718fafc0a043535c52
176,6ab2c6e6-76f8-83ea-8433-ea50e37fd704,Navier Stokes Solution Claim,2026-09-22T18:20:23.558465+00:00,2026-09-23T08:05:34.682662+00:00,gpt-5-6,conversations-001.json,217,216,216,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/176_Navier Stokes Solution Claim_6ab2c6e6-76f8-83ea-8433-ea50e37fd704.md,877bdbe1746fcca0a3c745e8bd50dc93742691bee6a9ed6fbf8142f67503c7f9,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/176_Navier Stokes Solution Claim_6ab2c6e6-76f8-83ea-8433-ea50e37fd704.md,ab20fffa76430a0a49226fa5c017652d37fd5b945ce38f63ef6f2e6632ac7adb,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/176_Navier Stokes Solution Claim_6ab2c6e6-76f8-83ea-8433-ea50e37fd704.json,70be9749e37741b459a98d8c583229decfda50e2c745f2f570b08077f7fe7659
177,6ab2e84e-7970-83e9-94fc-496b8bdfbaa8,Create Wikipedia Draft,2026-09-22T20:42:56.538182+00:00,2026-09-23T01:25:01.618591+00:00,gpt-5-6,conversations-001.json,40,39,39,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/177_Create Wikipedia Draft_6ab2e84e-7970-83e9-94fc-496b8bdfbaa8.md,f78f2015348dc76b23160d7150dc20ca76801994ce4590aed1e236f4200efcd8,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/177_Create Wikipedia Draft_6ab2e84e-7970-83e9-94fc-496b8bdfbaa8.md,13518e56d6708c44817ba51df5d5837794dc37aeb766302bd7b146044a5bb034,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/177_Create Wikipedia Draft_6ab2e84e-7970-83e9-94fc-496b8bdfbaa8.json,5790375d4fd971fb45749ee667240eba82f044f999e5c16fd9c414ef4650c2d5
178,6ab3cd03-58bc-83ea-bd73-d5787f60f26f,Order Atlas Chats,2026-09-23T12:58:44.118715+00:00,2026-09-23T20:11:22.015699+00:00,gpt-5-6,conversations-001.json,57,56,56,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/178_Order Atlas Chats_6ab3cd03-58bc-83ea-bd73-d5787f60f26f.md,4b6410f4728cca5f7959cd7126be548da4d4941236f636d7f18ff26f1b0eb6c4,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/178_Order Atlas Chats_6ab3cd03-58bc-83ea-bd73-d5787f60f26f.md,1e34ce6cc7a188712f5e1d33d52054d0529e4401a28fbee718a3b81c70894752,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/178_Order Atlas Chats_6ab3cd03-58bc-83ea-bd73-d5787f60f26f.json,8c4966f73f2f7dbcf2efc12fbe34cc00694a7ed45464add9721e23982d67c6a0
179,6ab3d9d1-e9ec-83ea-a538-ed44890b2470,Find Anderson's Episode,2026-09-23T13:53:23.165082+00:00,2026-09-23T14:01:30.863812+00:00,gpt-5-6,conversations-001.json,23,22,22,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/179_Find Anderson's Episode_6ab3d9d1-e9ec-83ea-a538-ed44890b2470.md,ae65468224e0bc79ce7a974276e3c32e765c4a50ecf8e341562a60f144f608c7,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/179_Find Anderson's Episode_6ab3d9d1-e9ec-83ea-a538-ed44890b2470.md,701074601c4bdaf58b8b57d69b9ef1c017cc88f4f3219abaaae34d9d79172077,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/179_Find Anderson's Episode_6ab3d9d1-e9ec-83ea-a538-ed44890b2470.json,6fb8896e6b3787940191bddf9df37a7f029932754e841a7dbf8db933bfa07e30
180,6f50c03b-05de-4842-8b43-577ff9467da0,"Capabilities: AI Language, Information, Conversations.",2023-07-28T04:23:46.490354+00:00,2023-07-28T05:21:38+00:00,,conversations-001.json,29,28,28,"/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/180_Capabilities_ AI Language, Information, Conversations_6f50c03b-05de-4842-8b43-577ff9467da0.md",a62be3883d72f17d269459e238fb5d74608fc73af96756bfb4dde1bad58fc315,"/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/180_Capabilities_ AI Language, Information, Conversations_6f50c03b-05de-4842-8b43-577ff9467da0.md",2508964320500ca7f71e2ea4d9e5d69f0be4d06f3c8cb6ee5b88ef44673637cf,"/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/180_Capabilities_ AI Language, Information, Conversations_6f50c03b-05de-4842-8b43-577ff9467da0.json",3cf4e7fbc76264d9c64db76b9ec0bf3f719135fe67ca1928eddd633e69d972c1
181,7f80e409-ae44-4e59-bebb-3c9b52253cd8,Assist Request: Short Title.,2023-08-05T00:27:06.728693+00:00,2023-08-05T00:27:07+00:00,,conversations-001.json,3,2,2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/181_Assist Request_ Short Title_7f80e409-ae44-4e59-bebb-3c9b52253cd8.md,7850ffbdd6758d13b1e785a087016bee81e6a0bf1028013e0e928ecd7bb61cd6,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/181_Assist Request_ Short Title_7f80e409-ae44-4e59-bebb-3c9b52253cd8.md,703b1e19427c35f357d1429ff14e4181b05fead3ab9bf75b5b0b8e68d4cdac83,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/181_Assist Request_ Short Title_7f80e409-ae44-4e59-bebb-3c9b52253cd8.json,d8986e3536aeb69ce3fde3783ee7646320fdbd51ac86c131f19e4758032ad7c6
182,a0d6a254-e612-49c0-8c65-bca49976b011,Rodin's Sculptures Discussion,2023-09-10T20:06:47.426078+00:00,2023-09-10T20:08:09+00:00,,conversations-001.json,7,6,6,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/182_Rodin's Sculptures Discussion_a0d6a254-e612-49c0-8c65-bca49976b011.md,15c0d03add297c36d1ee025b106d017b47e2379b65f1ce3a4f3e2e0498257f84,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/182_Rodin's Sculptures Discussion_a0d6a254-e612-49c0-8c65-bca49976b011.md,1ed3f33a0b472b20746931375a985d2bdcf9bb69a741acd5de5f042296c05901,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/182_Rodin's Sculptures Discussion_a0d6a254-e612-49c0-8c65-bca49976b011.json,18f4bf86dae37619efee3112abe3709f70b918b8e27d15ba0a335d07b492a845
183,acb59059-79db-4394-ac3f-d7571a6b074c,Skin Bug Misunderstanding,2023-08-25T15:29:39.156330+00:00,2023-08-25T15:38:41+00:00,,conversations-001.json,17,16,16,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/183_Skin Bug Misunderstanding_acb59059-79db-4394-ac3f-d7571a6b074c.md,ca403445f7b66b53a646e00b53e7ecf61e7df47086f89d03ef57462218241d66,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/183_Skin Bug Misunderstanding_acb59059-79db-4394-ac3f-d7571a6b074c.md,a522a5c9bf9b3bf02e0bdf7f9c93be7ae176440569a4744c46c1a68a64135ece,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/183_Skin Bug Misunderstanding_acb59059-79db-4394-ac3f-d7571a6b074c.json,3722dcee9f4419d8c2d81de6d689a64173ef5540625326e56b4bd2df8d9a9a51
184,d2c4dba7-900c-4a77-b9e1-649825651c24,Coding Languages Supported,2023-08-08T09:26:30.659426+00:00,2023-08-08T09:50:54+00:00,,conversations-001.json,13,12,12,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/184_Coding Languages Supported_d2c4dba7-900c-4a77-b9e1-649825651c24.md,4fea4a2a106890e204605aad9cf8cdba66aed4f73ef63044558f35e03985c74e,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/184_Coding Languages Supported_d2c4dba7-900c-4a77-b9e1-649825651c24.md,e8c279e240430a7c64bad67fbd78e1547b6e866166ce280021ca8793a5d3e3cb,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/184_Coding Languages Supported_d2c4dba7-900c-4a77-b9e1-649825651c24.json,2f1e61dbfe3169b148cfc723959a4a4107fa7a63cb3f12f5f01c5dab1b9893b9
